date,page,segment,clicks,impressions,position
2026-07-31,P11,local,1,32,13.55
2026-07-31,P12,general,8,76,5.96
2026-07-31,P12,local,3,54,6.13
2026-07-31,P13,general,6,81,5.49
2026-07-31,P13,local,7,94,5.65
2026-07-31,P14,general,1,42,19.08
2026-07-31,P14,local,0,54,18.73
2026-07-31,P15,general,0,51,18.1
2026-07-31,P15,local,1,32,18.3
2026-07-31,P16,general,3,94,14
2026-07-31,P16,local,0,60,13.64
2026-07-31,P17,general,4,106,9.15
2026-07-31,P17,local,4,47,8.81
2026-07-31,P18,general,2,85,14.51
2026-07-31,P18,local,3,53,14.19
2026-07-31,P19,general,4,120,5.86
2026-07-31,P19,local,5,92,5.71
2026-07-31,P20,general,4,66,6.86
2026-07-31,P20,local,1,52,6.99
2026-07-31,P21,general,3,97,9.23
2026-07-31,P21,local,2,79,9.54
2026-07-31,P22,general,0,61,15.34
2026-07-31,P22,local,2,45,16.29
2026-07-31,P23,general,6,96,7.94
2026-07-31,P23,local,3,48,7.73
2026-07-31,P24,general,3,102,12.9
2026-07-31,P24,local,1,53,13.64
2026-07-31,P25,general,2,46,17.01
2026-07-31,P25,local,0,30,17.16
2026-08-01,P01,general,5,45,9.83
2026-08-01,P01,local,1,25,9.32
2026-08-01,P02,general,2,56,7.19
2026-08-01,P02,local,0,26,7.47
2026-08-01,P03,general,1,58,9.42
2026-08-01,P03,local,0,31,9.81
2026-08-01,P04,general,5,74,12.79
2026-08-01,P04,local,2,36,12.5
2026-08-01,P05,general,12,135,3.43
2026-08-01,P05,local,13,100,3.46
2026-08-01,P06,general,0,17,13.18
2026-08-01,P06,local,3,18,13.76
2026-08-01,P07,general,3,73,8.68
2026-08-01,P07,local,1,44,9.77
2026-08-01,P08,general,8,71,4.11
2026-08-01,P08,local,2,24,4.35
2026-08-01,P09,general,1,46,10.77
2026-08-01,P09,local,0,18,10.4
2026-08-01,P10,general,2,35,15.05
2026-08-01,P10,local,1,12,14.49
2026-08-01,P11,general,0,17,12.99
2026-08-01,P11,local,0,22,13.32
2026-08-01,P12,general,4,50,6.62
2026-08-01,P12,local,1,34,6.49
2026-08-01,P13,general,4,58,5.45
2026-08-01,P13,local,3,55,5.8
2026-08-01,P14,general,2,33,18.11
2026-08-01,P14,local,2,26,16.45
2026-08-01,P15,general,0,32,17.52
2026-08-01,P15,local,1,19,17.69
2026-08-01,P16,general,0,72,13.43
2026-08-01,P16,local,1,37,12.84
2026-08-01,P17,general,4,72,10
2026-08-01,P17,local,1,29,9.46
2026-08-01,P18,general,3,50,16.41
2026-08-01,P18,local,0,31,15.43
2026-08-01,P19,general,7,85,5.75
2026-08-01,P19,local,2,38,5.81
2026-08-01,P20,general,1,33,7.51
2026-08-01,P20,local,4,38,7.54
2026-08-01,P21,general,1,50,10.95
2026-08-01,P21,local,2,46,10.72
2026-08-01,P22,general,1,68,15.13
2026-08-01,P22,local,2,26,13.99
2026-08-01,P23,general,2,61,8.39
2026-08-01,P23,local,0,15,8.42
2026-08-01,P24,general,2,56,14.29
2026-08-01,P24,local,0,28,14.78
2026-08-01,P25,general,2,32,15.8
2026-08-01,P25,local,1,25,15.9
2026-08-02,P01,general,1,38,9.3
2026-08-02,P01,local,0,26,9.63
2026-08-02,P02,general,3,60,7.77
2026-08-02,P02,local,2,44,7.95
2026-08-02,P03,general,2,54,9.81
2026-08-02,P03,local,1,36,10.33
2026-08-02,P04,general,2,60,12.38
2026-08-02,P04,local,2,36,11.93
2026-08-02,P05,general,6,99,4.12
2026-08-02,P05,local,2,68,4
2026-08-02,P06,general,0,26,11.28
2026-08-02,P06,local,1,10,11.21
2026-08-02,P07,general,6,87,9.79
2026-08-02,P07,local,1,29,9.52
2026-08-02,P08,general,5,85,3.97
2026-08-02,P08,local,6,34,3.81
2026-08-02,P09,general,1,69,10.52
2026-08-02,P09,local,0,24,10.29
2026-08-02,P10,general,5,45,14.14
2026-08-02,P10,local,1,15,14.53
2026-08-02,P11,general,1,30,11.16
2026-08-02,P11,local,3,32,10.98
2026-08-02,P12,general,0,40,6.49
2026-08-02,P12,local,2,39,6.45
2026-08-02,P13,general,1,52,6.42
2026-08-02,P13,local,4,64,6.66
2026-08-02,P14,general,0,28,19
2026-08-02,P14,local,0,39,18.71
2026-08-02,P15,general,2,29,20.59
2026-08-02,P15,local,1,23,19.68
2026-08-02,P16,general,1,52,14.25
2026-08-02,P16,local,2,41,14.9
2026-08-02,P17,general,2,63,10.35
2026-08-02,P17,local,0,31,9.71
2026-08-02,P18,general,0,44,15.18
2026-08-02,P18,local,0,24,14.12
2026-08-02,P19,general,9,110,5.35
2026-08-02,P19,local,5,50,5.21
2026-08-02,P20,general,4,36,6.63
2026-08-02,P20,local,2,39,6.73
2026-08-02,P21,general,2,75,11.23
2026-08-02,P21,local,5,42,10.29
2026-08-02,P22,general,1,55,14.93
2026-08-02,P22,local,0,32,14.88
2026-08-02,P23,general,1,60,8.63
2026-08-02,P23,local,0,21,8.5
2026-08-02,P24,general,3,47,14.43
2026-08-02,P24,local,1,32,14.57
2026-08-02,P25,general,1,31,16.88
2026-08-02,P25,local,0,24,16.01
2026-08-03,P01,general,0,71,10.83
2026-08-03,P01,local,1,37,10.85
2026-08-03,P02,general,1,76,7.79
2026-08-03,P02,local,1,39,7.86
2026-08-03,P03,general,3,79,10.61
2026-08-03,P03,local,0,43,10.13
2026-08-03,P04,general,1,94,11.08
2026-08-03,P04,local,3,52,10.77
2026-08-03,P05,general,12,130,3.97
2026-08-03,P05,local,7,87,3.75
2026-08-03,P06,general,1,38,13.54
2026-08-03,P06,local,0,27,13.72
2026-08-03,P07,general,8,123,10.18
2026-08-03,P07,local,0,33,9.75
2026-08-03,P08,general,10,84,4.14
2026-08-03,P08,local,4,46,4.14
2026-08-03,P09,general,4,60,10.54
2026-08-03,P09,local,2,30,10.25
2026-08-03,P10,general,1,51,13.28
2026-08-03,P10,local,1,24,13.01
2026-08-03,P11,general,1,26,12.27
2026-08-03,P11,local,1,31,12.09
2026-08-03,P12,general,4,61,6.43
2026-08-03,P12,local,1,45,6.34
2026-08-03,P13,general,6,79,5.78
2026-08-03,P13,local,1,80,5.91
2026-08-03,P14,general,2,35,18.7
2026-08-03,P14,local,0,38,18.59
2026-08-03,P15,general,1,57,19.23
2026-08-03,P15,local,1,35,19.23
2026-08-03,P16,general,1,75,15.31
2026-08-03,P16,local,1,52,14.91
2026-08-03,P17,general,5,94,8.23
2026-08-03,P17,local,1,48,8.4
2026-08-03,P18,general,1,53,14.91
2026-08-03,P18,local,0,36,16.31
2026-08-03,P19,general,8,103,5.48
2026-08-03,P19,local,3,74,5.87
2026-08-03,P20,general,1,49,7.08
2026-08-03,P20,local,3,44,7.63
2026-08-03,P21,general,2,100,8.99
2026-08-03,P21,local,2,76,8.7
2026-08-03,P22,general,3,53,15.15
2026-08-03,P22,local,2,30,15.14
2026-08-03,P23,general,1,84,8.15
2026-08-03,P23,local,3,44,8.3
2026-08-03,P24,general,0,77,13.57
2026-08-03,P24,local,0,45,14.03
2026-08-03,P25,general,1,31,17.23
2026-08-03,P25,local,1,27,17.34
2026-08-04,P01,general,1,49,10.91
2026-08-04,P01,local,0,39,10.81
2026-08-04,P02,general,4,82,7.98
2026-08-04,P02,local,3,56,7.82
2026-08-04,P03,general,6,83,10.71
2026-08-04,P03,local,2,42,9.95
2026-08-04,P04,general,2,101,11.58
2026-08-04,P04,local,2,53,12.16
2026-08-04,P05,general,14,165,3.91
2026-08-04,P05,local,12,101,3.86
2026-08-04,P06,general,4,52,12.29
2026-08-04,P06,local,0,29,12.16
2026-08-04,P07,general,8,125,8.56
2026-08-04,P07,local,5,45,8.83
2026-08-04,P08,general,7,101,4.58
2026-08-04,P08,local,3,34,4.65
2026-08-04,P09,general,4,70,11.36
2026-08-04,P09,local,1,28,11.36
2026-08-04,P10,general,3,46,16.31
2026-08-04,P10,local,0,18,15.95
2026-08-04,P11,general,1,35,10.84
2026-08-04,P11,local,1,38,10.97
2026-08-04,P12,general,2,59,6.56
2026-08-04,P12,local,2,53,6.49
2026-08-04,P13,general,0,78,5.58
2026-08-04,P13,local,4,83,5.77
2026-08-04,P14,general,4,40,17.25
2026-08-04,P14,local,1,43,17.58
2026-08-04,P15,general,1,35,21.39
2026-08-04,P15,local,1,22,19.93
2026-08-04,P16,general,0,78,14.54
2026-08-04,P16,local,3,52,14.02
2026-08-04,P17,general,6,90,9.4
2026-08-04,P17,local,1,56,9.15
2026-08-04,P18,general,3,67,13.99
2026-08-04,P18,local,0,26,14.63
2026-08-04,P19,general,12,128,5
2026-08-04,P19,local,2,60,5.18
2026-08-04,P20,general,2,42,7
2026-08-04,P20,local,3,34,6.96
2026-08-04,P21,general,7,91,9.12
2026-08-04,P21,local,3,69,9.22
2026-08-04,P22,general,1,66,15.38
2026-08-04,P22,local,0,27,14.69
2026-08-04,P23,general,5,78,8.64
2026-08-04,P23,local,2,30,8.24
2026-08-04,P24,general,4,93,14.69
2026-08-04,P24,local,1,55,14.07
2026-08-04,P25,general,0,48,18.08
2026-08-04,P25,local,2,16,17.57
2026-08-05,P01,general,4,62,10.05
2026-08-05,P01,local,4,42,10.11
2026-08-05,P02,general,3,76,8.85
2026-08-05,P02,local,2,52,8.15
2026-08-05,P03,general,4,76,9.72
2026-08-05,P03,local,1,45,10.43
2026-08-05,P04,general,0,66,12.1
2026-08-05,P04,local,0,57,11.95
2026-08-05,P05,general,14,145,3.65
2026-08-05,P05,local,12,104,3.76
2026-08-05,P06,general,1,23,12.85
2026-08-05,P06,local,1,29,12.88
2026-08-05,P07,general,6,103,10.38
2026-08-05,P07,local,2,41,10
2026-08-05,P08,general,19,100,4.22
2026-08-05,P08,local,5,37,4.26
2026-08-05,P09,general,7,66,10.73
2026-08-05,P09,local,1,29,10.74
2026-08-05,P10,general,4,60,11.51
2026-08-05,P10,local,0,25,11.96
2026-08-05,P11,general,1,22,11.29
2026-08-05,P11,local,0,35,10.75
2026-08-05,P12,general,4,66,6.27
2026-08-05,P12,local,2,45,6.11
2026-08-05,P13,general,5,78,5.99
2026-08-05,P13,local,8,97,6.04
2026-08-05,P14,general,0,43,17.85
2026-08-05,P14,local,1,49,16.84
2026-08-05,P15,general,2,39,18.68
2026-08-05,P15,local,1,29,19.16
2026-08-05,P16,general,0,81,17.82
2026-08-05,P16,local,0,59,17.2
2026-08-05,P17,general,7,83,10.21
2026-08-05,P17,local,1,44,9.75
2026-08-05,P18,general,2,84,13.42
2026-08-05,P18,local,1,53,13.86
2026-08-05,P19,general,6,136,5.29
2026-08-05,P19,local,5,75,5.3
2026-08-05,P20,general,3,42,6.67
2026-08-05,P20,local,2,38,6.1
2026-08-05,P21,general,2,97,10.17
2026-08-05,P21,local,0,63,10.34
2026-08-05,P22,general,3,73,14.26
2026-08-05,P22,local,1,33,14.01
2026-08-05,P23,general,3,72,7.28
2026-08-05,P23,local,0,30,7.72
2026-08-05,P24,general,4,82,12.1
2026-08-05,P24,local,0,28,12.3
2026-08-05,P25,general,0,39,17.27
2026-08-05,P25,local,0,28,16.99
2026-08-06,P01,general,2,64,10.26
2026-08-06,P01,local,1,42,9.56
2026-08-06,P02,general,3,100,8.38
2026-08-06,P02,local,3,47,8.02
2026-08-06,P03,general,3,81,10.5
2026-08-06,P03,local,1,41,10.72
2026-08-06,P04,general,4,79,11.07
2026-08-06,P04,local,1,49,11.06
2026-08-06,P05,general,17,139,3.45
2026-08-06,P05,local,13,101,3.49
2026-08-06,P06,general,1,43,11.66
2026-08-06,P06,local,1,26,11.75
2026-08-06,P07,general,2,106,10.16
2026-08-06,P07,local,5,46,9.78
2026-08-06,P08,general,4,90,4.41
2026-08-06,P08,local,6,42,4.46
2026-08-06,P09,general,3,68,10.23
2026-08-06,P09,local,3,25,10.37
2026-08-06,P10,general,3,62,12.94
2026-08-06,P10,local,1,21,12.92
2026-08-06,P11,general,2,28,11.72
2026-08-06,P11,local,3,36,11.81
2026-08-06,P12,general,4,57,6.23
2026-08-06,P12,local,6,46,6.38
2026-08-06,P13,general,7,66,6.77
2026-08-06,P13,local,5,79,7.1
2026-08-06,P14,general,0,25,19.52
2026-08-06,P14,local,0,26,18.24
2026-08-06,P15,general,1,43,18.58
2026-08-06,P15,local,0,29,20.14
2026-08-06,P16,general,4,88,14.18
2026-08-06,P16,local,4,64,13.76
2026-08-06,P17,general,3,96,8.26
2026-08-06,P17,local,4,45,8.46
2026-08-06,P18,general,3,64,14.17
2026-08-06,P18,local,1,45,14.32
2026-08-06,P19,general,8,111,5.3
2026-08-06,P19,local,6,68,5.47
2026-08-06,P20,general,4,65,7.47
2026-08-06,P20,local,1,45,7.13
2026-08-06,P21,general,3,85,10.2
2026-08-06,P21,local,0,69,10.66
2026-08-06,P22,general,1,66,17.41
2026-08-06,P22,local,0,24,17.08
2026-08-06,P23,general,3,85,8.2
2026-08-06,P23,local,0,35,8.3
2026-08-06,P24,general,3,93,12.95
2026-08-06,P24,local,0,25,13.32
2026-08-06,P25,general,1,52,15.04
2026-08-06,P25,local,1,26,14.96
2026-08-07,P01,general,1,84,9.19
2026-08-07,P01,local,2,33,9.02
2026-08-07,P02,general,4,81,7.5
2026-08-07,P02,local,5,48,7.83
2026-08-07,P03,general,1,64,11.26
2026-08-07,P03,local,1,37,12.46
2026-08-07,P04,general,1,71,12.05
2026-08-07,P04,local,3,53,12.91
2026-08-07,P05,general,12,141,3.65
2026-08-07,P05,local,10,91,3.57
2026-08-07,P06,general,1,47,12.9
2026-08-07,P06,local,0,18,12.66
2026-08-07,P07,general,9,142,9.29
2026-08-07,P07,local,1,34,8.87
2026-08-07,P08,general,7,97,4.2
2026-08-07,P08,local,2,31,4.36
2026-08-07,P09,general,4,70,10.29
2026-08-07,P09,local,1,33,10.52
2026-08-07,P10,general,1,52,13.41
2026-08-07,P10,local,1,24,13.09
2026-08-07,P11,general,0,29,11.33
2026-08-07,P11,local,1,39,11.58
2026-08-07,P12,general,7,60,5.68
2026-08-07,P12,local,1,36,5.9
2026-08-07,P13,general,4,80,5.94
2026-08-07,P13,local,4,69,5.57
2026-08-07,P14,general,0,44,16.33
2026-08-07,P14,local,0,44,16.37
2026-08-07,P15,general,0,43,18.72
2026-08-07,P15,local,1,25,17.4
2026-08-07,P16,general,3,85,13.86
2026-08-07,P16,local,2,66,14.27
2026-08-07,P17,general,8,123,8.37
2026-08-07,P17,local,1,45,8.14
2026-08-07,P18,general,2,61,14.55
2026-08-07,P18,local,0,39,15.22
2026-08-07,P19,general,9,135,5.71
2026-08-07,P19,local,4,73,5.99
2026-08-07,P20,general,3,69,6.48
2026-08-07,P20,local,4,41,6.73
2026-08-07,P21,general,1,80,10.74
2026-08-07,P21,local,3,60,11.37
2026-08-07,P22,general,2,77,16.88
2026-08-07,P22,local,1,27,16.61
2026-08-07,P23,general,6,96,7.81
2026-08-07,P23,local,2,36,7.86
2026-08-07,P24,general,4,93,13.57
2026-08-07,P24,local,0,45,12.94
2026-08-07,P25,general,1,42,15.42
2026-08-07,P25,local,0,36,15.7
2026-08-08,P01,general,3,58,8.82
2026-08-08,P01,local,2,34,8.66
2026-08-08,P02,general,0,53,7.05
2026-08-08,P02,local,4,45,7.29
2026-08-08,P03,general,3,54,10.28
2026-08-08,P03,local,1,30,9.87
2026-08-08,P04,general,3,65,11.94
2026-08-08,P04,local,2,35,11.46
2026-08-08,P05,general,7,105,3.48
2026-08-08,P05,local,8,82,3.51
2026-08-08,P06,general,0,33,13.49
2026-08-08,P06,local,1,23,13.14
2026-08-08,P07,general,8,98,9.47
2026-08-08,P07,local,1,27,9.93
2026-08-08,P08,general,7,69,4.45
2026-08-08,P08,local,7,33,4.22
2026-08-08,P09,general,2,56,9.96
2026-08-08,P09,local,1,28,9.24
2026-08-08,P10,general,0,44,13.53
2026-08-08,P10,local,0,15,14.72
2026-08-08,P11,general,0,33,12.63
2026-08-08,P11,local,1,29,12.16
2026-08-08,P12,general,0,39,6.29
2026-08-08,P12,local,2,33,6.01
2026-08-08,P13,general,3,54,5.88
2026-08-08,P13,local,3,54,6.03
2026-08-08,P14,general,0,25,18.74
2026-08-08,P14,local,1,27,19.21
2026-08-08,P15,general,0,32,21.6
2026-08-08,P15,local,0,21,21.27
2026-08-08,P16,general,0,47,16.59
2026-08-08,P16,local,0,42,15.9
2026-08-08,P17,general,6,71,9.18
2026-08-08,P17,local,0,36,8.65
2026-08-08,P18,general,1,44,15.79
2026-08-08,P18,local,0,25,15.7
2026-08-08,P19,general,6,88,5.89
2026-08-08,P19,local,2,55,6.26
2026-08-08,P20,general,2,59,6
2026-08-08,P20,local,3,27,6.26
2026-08-08,P21,general,5,62,9.58
2026-08-08,P21,local,0,44,9.45
2026-08-08,P22,general,2,53,17.35
2026-08-08,P22,local,0,34,16.85
2026-08-08,P23,general,0,56,8.68
2026-08-08,P23,local,1,22,8.61
2026-08-08,P24,general,2,49,13.01
2026-08-08,P24,local,2,29,12.84
2026-08-08,P25,general,0,22,18.46
2026-08-08,P25,local,0,20,18.24
2026-08-09,P01,general,4,67,9.44
2026-08-09,P01,local,2,28,9.28
2026-08-09,P02,general,3,55,7.37
2026-08-09,P02,local,3,37,7.4
2026-08-09,P03,general,1,48,11.02
2026-08-09,P03,local,2,41,10.61
2026-08-09,P04,general,4,78,12.47
2026-08-09,P04,local,1,34,13.17
2026-08-09,P05,general,12,102,3.71
2026-08-09,P05,local,6,70,3.82
2026-08-09,P06,general,3,21,12.77
2026-08-09,P06,local,0,22,12.77
2026-08-09,P07,general,5,96,10.89
2026-08-09,P07,local,1,27,10.61
2026-08-09,P08,general,13,94,4.15
2026-08-09,P08,local,4,30,3.86
2026-08-09,P09,general,7,51,9.87
2026-08-09,P09,local,1,26,9.24
2026-08-09,P10,general,0,35,17.78
2026-08-09,P10,local,1,13,17.08
2026-08-09,P11,general,1,21,11.68
2026-08-09,P11,local,0,25,11.66
2026-08-09,P12,general,1,49,6.14
2026-08-09,P12,local,1,31,5.98
2026-08-09,P13,general,3,52,6.16
2026-08-09,P13,local,1,65,5.71
2026-08-09,P14,general,0,30,17.12
2026-08-09,P14,local,1,34,17.12
2026-08-09,P15,general,0,25,21.19
2026-08-09,P15,local,0,18,20.89
2026-08-09,P16,general,1,61,14.99
2026-08-09,P16,local,1,42,15.66
2026-08-09,P17,general,3,72,8.64
2026-08-09,P17,local,0,32,8.6
2026-08-09,P18,general,2,45,14.99
2026-08-09,P18,local,2,22,14.62
2026-08-09,P19,general,7,102,5.64
2026-08-09,P19,local,3,49,5.88
2026-08-09,P20,general,4,51,6.31
2026-08-09,P20,local,1,33,6.69
2026-08-09,P21,general,4,72,9.32
2026-08-09,P21,local,2,52,9.04
2026-08-09,P22,general,0,46,14.67
2026-08-09,P22,local,0,13,15.2
2026-08-09,P23,general,1,60,8.3
2026-08-09,P23,local,4,22,8.23
2026-08-09,P24,general,2,46,14.75
2026-08-09,P24,local,1,33,13.12
2026-08-09,P25,general,1,30,15.13
2026-08-09,P25,local,0,30,14.97
2026-08-10,P01,general,2,65,9.56
2026-08-10,P01,local,4,43,9.78
2026-08-10,P02,general,4,88,9.14
2026-08-10,P02,local,1,39,8.83
2026-08-10,P03,general,0,68,10.72
2026-08-10,P03,local,1,45,11.19
2026-08-10,P04,general,3,80,12.58
2026-08-10,P04,local,1,52,12.01
2026-08-10,P05,general,15,136,3.49
2026-08-10,P05,local,6,109,3.62
2026-08-10,P06,general,0,34,12.02
2026-08-10,P06,local,1,23,11.89
2026-08-10,P07,general,7,112,9.93
2026-08-10,P07,local,2,42,9.41
2026-08-10,P08,general,10,101,4.48
2026-08-10,P08,local,3,35,4.63
2026-08-10,P09,general,4,75,10.96
2026-08-10,P09,local,3,30,10.93
2026-08-10,P10,general,1,67,14.88
2026-08-10,P10,local,0,19,15.19
2026-08-10,P11,general,1,33,10.66
2026-08-10,P11,local,1,38,10.3
2026-08-10,P12,general,1,65,6.67
2026-08-10,P12,local,1,40,6.81
2026-08-10,P13,general,4,63,6.78
2026-08-10,P13,local,3,81,6.29
2026-08-10,P14,general,0,48,18.14
2026-08-10,P14,local,2,55,17.99
2026-08-10,P15,general,1,43,19.69
2026-08-10,P15,local,0,30,20.21
2026-08-10,P16,general,1,75,15.44
2026-08-10,P16,local,0,51,15.07
2026-08-10,P17,general,4,92,8.73
2026-08-10,P17,local,2,44,9.28
2026-08-10,P18,general,3,70,13.91
2026-08-10,P18,local,1,37,14.55
2026-08-10,P19,general,7,119,6.01
2026-08-10,P19,local,1,80,6.02
2026-08-10,P20,general,3,67,7.74
2026-08-10,P20,local,3,43,7.94
2026-08-10,P21,general,2,76,9.74
2026-08-10,P21,local,3,80,9.68
2026-08-10,P22,general,3,64,13.95
2026-08-10,P22,local,0,42,14.61
2026-08-10,P23,general,1,102,7.64
2026-08-10,P23,local,3,45,7.65
2026-08-10,P24,general,2,84,14.8
2026-08-10,P24,local,0,38,14.72
2026-08-10,P25,general,0,45,17.02
2026-08-10,P25,local,0,30,17.93
2026-08-11,P01,general,1,49,10.88
2026-08-11,P01,local,2,38,10.94
2026-08-11,P02,general,4,73,7.33
2026-08-11,P02,local,2,38,7.7
2026-08-11,P03,general,3,68,9.88
2026-08-11,P03,local,1,42,9.93
2026-08-11,P04,general,0,63,13.71
2026-08-11,P04,local,1,45,13.24
2026-08-11,P05,general,10,141,3.59
2026-08-11,P05,local,11,113,3.54
2026-08-11,P06,general,3,40,12.8
2026-08-11,P06,local,0,39,12.2
2026-08-11,P07,general,5,124,10.8
2026-08-11,P07,local,2,38,10.44
2026-08-11,P08,general,12,97,4.17
2026-08-11,P08,local,1,30,4.11
2026-08-11,P09,general,4,76,12
2026-08-11,P09,local,2,29,10.74
2026-08-11,P10,general,1,70,13.32
2026-08-11,P10,local,1,32,14.09
2026-08-11,P11,general,1,33,11.04
2026-08-11,P11,local,2,40,11.98
2026-08-11,P12,general,4,61,5.91
2026-08-11,P12,local,2,41,5.93
2026-08-11,P13,general,2,66,5.7
2026-08-11,P13,local,4,85,5.89
2026-08-11,P14,general,1,43,19.67
2026-08-11,P14,local,0,43,20.12
2026-08-11,P15,general,2,34,18.36
2026-08-11,P15,local,0,24,18.19
2026-08-11,P16,general,2,80,13.69
2026-08-11,P16,local,2,56,13.49
2026-08-11,P17,general,5,91,8.76
2026-08-11,P17,local,2,55,8.94
2026-08-11,P18,general,1,68,14.85
2026-08-11,P18,local,1,41,14.66
2026-08-11,P19,general,7,132,4.91
2026-08-11,P19,local,5,65,4.88
2026-08-11,P20,general,2,51,7.01
2026-08-11,P20,local,2,47,7.29
2026-08-11,P21,general,3,79,10.59
2026-08-11,P21,local,5,58,10.21
2026-08-11,P22,general,3,69,16.28
2026-08-11,P22,local,1,24,15.9
2026-08-11,P23,general,7,77,8.16
2026-08-11,P23,local,1,32,8.07
2026-08-11,P24,general,2,76,13.62
2026-08-11,P24,local,2,48,13.23
2026-08-11,P25,general,0,42,17.02
2026-08-11,P25,local,0,23,17.4
2026-08-12,P01,general,2,64,9.84
2026-08-12,P01,local,2,26,10.5
2026-08-12,P02,general,5,82,8.96
2026-08-12,P02,local,3,47,8.77
2026-08-12,P03,general,5,65,11.22
2026-08-12,P03,local,4,45,11.04
2026-08-12,P04,general,2,60,12.09
2026-08-12,P04,local,2,31,12.66
2026-08-12,P05,general,17,134,3.3
2026-08-12,P05,local,12,112,3.23
2026-08-12,P06,general,1,44,12.76
2026-08-12,P06,local,0,23,12.41
2026-08-12,P07,general,7,126,8.73
2026-08-12,P07,local,6,41,9.49
2026-08-12,P08,general,13,111,4.48
2026-08-12,P08,local,2,48,4.45
2026-08-12,P09,general,2,73,10.73
2026-08-12,P09,local,0,18,11
2026-08-12,P10,general,5,56,12.28
2026-08-12,P10,local,0,27,13
2026-08-12,P11,general,0,44,12.63
2026-08-12,P11,local,2,32,12.73
2026-08-12,P12,general,4,85,6.79
2026-08-12,P12,local,4,50,6.69
2026-08-12,P13,general,5,65,5.38
2026-08-12,P13,local,10,98,5.65
2026-08-12,P14,general,0,45,16.43
2026-08-12,P14,local,1,37,16.96
2026-08-12,P15,general,1,46,16.66
2026-08-12,P15,local,2,24,18.15
2026-08-12,P16,general,2,79,15.16
2026-08-12,P16,local,1,53,14.83
2026-08-12,P17,general,3,106,8.78
2026-08-12,P17,local,1,52,8.63
2026-08-12,P18,general,1,65,14.1
2026-08-12,P18,local,0,37,14.6
2026-08-12,P19,general,5,109,5.34
2026-08-12,P19,local,5,66,5.54
2026-08-12,P20,general,2,62,6.71
2026-08-12,P20,local,0,47,6.87
2026-08-12,P21,general,5,104,10.35
2026-08-12,P21,local,0,71,9.8
2026-08-12,P22,general,1,69,15.6
2026-08-12,P22,local,1,30,16.54
2026-08-12,P23,general,5,82,8.27
2026-08-12,P23,local,0,29,8.45
2026-08-12,P24,general,3,73,12.67
2026-08-12,P24,local,2,45,13.21
2026-08-12,P25,general,1,40,16.45
2026-08-12,P25,local,2,33,16.67
2026-08-13,P01,general,2,48,9.32
2026-08-13,P01,local,2,37,9.8
2026-08-13,P02,general,7,97,6.93
2026-08-13,P02,local,1,49,7.22
2026-08-13,P03,general,0,67,10.42
2026-08-13,P03,local,2,46,10.29
2026-08-13,P04,general,1,74,12.5
2026-08-13,P04,local,0,45,12.27
2026-08-13,P05,general,9,158,3.65
2026-08-13,P05,local,12,109,3.64
2026-08-13,P06,general,1,36,14.12
2026-08-13,P06,local,0,33,13.34
2026-08-13,P07,general,2,109,11.42
2026-08-13,P07,local,0,49,11.64
2026-08-13,P08,general,19,108,4.14
2026-08-13,P08,local,5,52,4.3
2026-08-13,P09,general,2,86,9.9
2026-08-13,P09,local,0,27,9.58
2026-08-13,P10,general,2,70,12.79
2026-08-13,P10,local,0,16,11.52
2026-08-13,P11,general,1,26,11.34
2026-08-13,P11,local,2,31,11.67
2026-08-13,P12,general,4,74,6.67
2026-08-13,P12,local,0,44,6.87
2026-08-13,P13,general,3,65,6.15
2026-08-13,P13,local,4,67,6.38
2026-08-13,P14,general,0,39,18.4
2026-08-13,P14,local,1,43,18.12
2026-08-13,P15,general,1,46,17.99
2026-08-13,P15,local,0,26,18.32
2026-08-13,P16,general,2,76,13.66
2026-08-13,P16,local,1,55,12.68
2026-08-13,P17,general,3,93,8.26
2026-08-13,P17,local,0,45,7.97
2026-08-13,P18,general,1,71,13.27
2026-08-13,P18,local,1,35,13.22
2026-08-13,P19,general,7,123,5.41
2026-08-13,P19,local,5,81,5.46
2026-08-13,P20,general,2,52,6.26
2026-08-13,P20,local,0,36,6.38
2026-08-13,P21,general,8,92,10.6
2026-08-13,P21,local,1,80,9.83
2026-08-13,P22,general,2,67,16.86
2026-08-13,P22,local,1,30,15.79
2026-08-13,P23,general,2,79,7.23
2026-08-13,P23,local,0,42,7.41
2026-08-13,P24,general,2,74,13.46
2026-08-13,P24,local,2,31,13.38
2026-08-13,P25,general,1,47,16.15
2026-08-13,P25,local,0,23,16.16
2026-08-14,P01,general,3,71,11.19
2026-08-14,P01,local,0,39,11.01
2026-08-14,P02,general,4,75,8.02
2026-08-14,P02,local,2,51,8.21
2026-08-14,P03,general,2,74,9.54
2026-08-14,P03,local,2,44,10.13
2026-08-14,P04,general,5,95,11.41
2026-08-14,P04,local,0,60,11.54
2026-08-14,P05,general,19,133,3.5
2026-08-14,P05,local,11,103,3.49
2026-08-14,P06,general,2,40,12.15
2026-08-14,P06,local,0,22,12.3
2026-08-14,P07,general,7,128,9.99
2026-08-14,P07,local,3,47,10.53
2026-08-14,P08,general,12,110,4.07
2026-08-14,P08,local,5,33,4.04
2026-08-14,P09,general,7,83,10.38
2026-08-14,P09,local,1,33,9.63
2026-08-14,P10,general,4,66,15.21
2026-08-14,P10,local,0,22,14.98
2026-08-14,P11,general,1,25,13.26
